abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc_print,apc_pval,doubling_time
Durham County (NC),Durham County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",4.2,"11 (2, 20)",0.01,"9.8 (44.0, 5.5)"
Duval County (FL),Duval County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.7,"-32 (-51, -6)",0.02,"-2.6 (-1.4, -16.7)"
Erie County (NY),Erie County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.0,"-18 (-25, -10)",<.01,"-5.1 (-3.5, -9.4)"
Essex County (NJ),Essex County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.2,"-49 (-75, 1)",0.05,"-1.5 (-0.7, 167.2)"
Fairfax County (VA),Fairfax County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.7,"-31 (-52, -1)",0.04,"-2.7 (-1.4, -110.6)"
FL,Florida,Heroin alone,single_heroin,nhw,Non-Hispanic White,142,1.5,1.4,"-19 (-28, -9)",<.01,"-4.8 (-3.1, -11.1)"
Franklin County (OH),Franklin County,Heroin alone,single_heroin,nhw,Non-Hispanic White,14,1.6,1.4,"-40 (-49, -29)",<.001,"-2.0 (-1.5, -2.9)"
Fulton County (GA),Fulton County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.8,"-32 (-60, 17)",0.15,"-2.6 (-1.1, 6.5)"
GA,Georgia,Heroin alone,single_heroin,nhw,Non-Hispanic White,101,2.0,2.1,"-8 (-24, 11)",0.37,"-12.2 (-3.7, 9.5)"
Guilford County (NC),Guilford County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",3.0,"-19 (-50, 31)",0.36,"-4.7 (-1.4, 3.7)"
Hamilton County (OH),Hamilton County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.6,"-62 (-80, -26)",<.01,"-1.0 (-0.6, -3.4)"
Harris County (TX),Harris County,Heroin alone,single_heroin,nhw,Non-Hispanic White,71,5.0,5.3,"16 (9, 22)",<.001,"6.9 (11.2, 5.0)"
Hartford County (CT),Hartford County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.1,"-44 (-66, -8)",0.03,"-1.7 (-0.9, -12.3)"
Hennepin County (MN),Hennepin County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.3,"-56 (-76, -21)",0.01,"-1.2 (-0.7, -4.3)"
HI,Hawaii,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",2.0,"9 (4, 13)",<.001,"12.1 (22.7, 8.3)"
Hillsborough County (FL),Hillsborough County,Heroin alone,single_heroin,nhw,Non-Hispanic White,16,2.2,2.3,"-9 (-32, 23)",0.52,"-11.1 (-2.6, 4.9)"
IA,Iowa,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.3,"-36 (-59, -2)",0.04,"-2.2 (-1.1, -66.2)"
ID,Idaho,Heroin alone,single_heroin,nhw,Non-Hispanic White,24,1.8,1.7,"9 (-4, 24)",0.15,"11.4 (-28.1, 4.7)"
IL,Illinois,Heroin alone,single_heroin,nhw,Non-Hispanic White,114,1.6,1.7,"-30 (-37, -21)",<.001,"-2.9 (-2.1, -4.3)"
IN,Indiana,Heroin alone,single_heroin,nhw,Non-Hispanic White,66,1.3,1.4,"-33 (-49, -12)",<.01,"-2.5 (-1.5, -7.8)"
Jackson County (MO),Jackson County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",2.7,"-13 (-36, 18)",0.35,"-7.0 (-2.2, 5.9)"
Jefferson County (AL),Jefferson County,Heroin alone,single_heroin,nhw,Non-Hispanic White,25,7.7,10.3,"-10 (-20, 2)",0.10,"-9.8 (-4.4, 42.2)"
Jefferson County (KY),Jefferson County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.7,"-38 (-51, -22)",<.01,"-2.1 (-1.4, -4.0)"
Jefferson Parish (LA),Jefferson Parish,Heroin alone,single_heroin,nhw,Non-Hispanic White,17,7.9,8.6,"-12 (-24, 3)",0.11,"-8.1 (-3.6, 31.7)"
King County (WA),King County,Heroin alone,single_heroin,nhw,Non-Hispanic White,18,1.1,0.9,"1 (-6, 8)",0.80,"125.5 (-17.4, 13.5)"
Kings County (NY),Kings County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.7,"-26 (-37, -12)",<.01,"-3.4 (-2.2, -7.7)"
KS,Kansas,Heroin alone,single_heroin,nhw,Non-Hispanic White,30,1.5,1.6,"19 (15, 24)",<.001,"5.6 (7.2, 4.6)"
KY,Kentucky,Heroin alone,single_heroin,nhw,Non-Hispanic White,19,0.5,0.5,"-52 (-63, -38)",<.001,"-1.4 (-1.0, -2.1)"
LA,Louisiana,Heroin alone,single_heroin,nhw,Non-Hispanic White,75,2.9,3.3,"2 (-3, 8)",0.37,"42.2 (-30.7, 12.5)"
Lake County (IN),Lake County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",2.1,"-42 (-76, 40)",0.21,"-1.8 (-0.7, 2.9)"
Los Angeles County (CA),Los Angeles County,Heroin alone,single_heroin,nhw,Non-Hispanic White,70,2.4,2.1,"10 (7, 12)",<.001,"10.9 (14.6, 8.8)"
MA,Massachusetts,Heroin alone,single_heroin,nhw,Non-Hispanic White,11,0.2,0.3,"-48 (-64, -27)",<.01,"-1.5 (-1.0, -3.2)"
Maricopa County (AZ),Maricopa County,Heroin alone,single_heroin,nhw,Non-Hispanic White,89,3.7,3.8,"-8 (-21, 8)",0.29,"-12.8 (-4.3, 13.3)"
Marion County (IN),Marion County,Heroin alone,single_heroin,nhw,Non-Hispanic White,19,3.3,4.4,"-2 (-14, 10)",0.67,"-39.5 (-6.6, 10.1)"
MD,Maryland,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.3,"-62 (-81, -25)",<.01,"-1.0 (-0.6, -3.5)"
ME,Maine,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.6,"-28 (-54, 12)",0.13,"-3.0 (-1.3, 9.0)"
Mecklenburg County (NC),Mecklenburg County,Heroin alone,single_heroin,nhw,Non-Hispanic White,15,2.7,2.4,"-9 (-17, 0)",0.05,"-10.7 (-5.4, Inf)"
MI,Michigan,Heroin alone,single_heroin,nhw,Non-Hispanic White,43,0.6,0.9,"-36 (-48, -22)",<.001,"-2.2 (-1.5, -4.0)"
Miami-Dade County (FL),Miami-Dade County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",2.0,"-2 (-6, 3)",0.53,"-66.2 (-15.9, 29.9)"
Milwaukee County (WI),Milwaukee County,Heroin alone,single_heroin,nhw,Non-Hispanic White,31,6.1,6.1,"-22 (-36, -6)",0.01,"-4.0 (-2.3, -15.9)"
MN,Minnesota,Heroin alone,single_heroin,nhw,Non-Hispanic White,13,0.3,0.3,"-48 (-62, -28)",<.01,"-1.5 (-1.0, -3.0)"
MO,Missouri,Heroin alone,single_heroin,nhw,Non-Hispanic White,40,0.9,0.9,"-33 (-43, -22)",<.001,"-2.5 (-1.8, -4.1)"
Monroe County (NY),Monroe County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.2,"-66 (-79, -45)",<.01,"-0.9 (-0.6, -1.7)"
Montgomery County (MD),Montgomery County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.8,"-31 (-49, -8)",0.02,"-2.7 (-1.5, -12.8)"
Montgomery County (OH),Montgomery County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.5,"-60 (-78, -30)",<.01,"-1.1 (-0.7, -2.9)"
MS,Mississippi,Heroin alone,single_heroin,nhw,Non-Hispanic White,28,1.9,1.6,"4 (-10, 19)",0.59,"28.3 (-9.8, 5.8)"
MT,Montana,Heroin alone,single_heroin,nhw,Non-Hispanic White,15,1.8,2.1,"68 (35, 107)",<.001,"1.9 (3.3, 1.4)"
Nassau County (NY),Nassau County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.3,"-36 (-48, -22)",<.001,"-2.2 (-1.5, -3.9)"
NC,North Carolina,Heroin alone,single_heroin,nhw,Non-Hispanic White,136,2.2,2.1,"-16 (-24, -8)",<.01,"-5.6 (-3.6, -12.2)"
NE,Nebraska,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.4,"19 (9, 30)",<.01,"5.7 (11.5, 3.8)"
New Castle County (DE),New Castle County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",2.1,"-26 (-40, -8)",0.01,"-3.4 (-2.0, -12.2)"
New Haven County (CT),New Haven County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",2.2,"-35 (-62, 13)",0.12,"-2.3 (-1.0, 8.2)"
New York County (NY),New York County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.5,"-27 (-44, -6)",0.02,"-3.1 (-1.7, -15.1)"
NH,New Hampshire,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.1,"-53 (-65, -35)",<.001,"-1.3 (-0.9, -2.3)"
NJ,New Jersey,Heroin alone,single_heroin,nhw,Non-Hispanic White,32,0.7,0.7,"-63 (-89, 24)",0.10,"-1.0 (-0.4, 4.6)"
NM,New Mexico,Heroin alone,single_heroin,nhw,Non-Hispanic White,30,4.6,5.0,"13 (10, 16)",<.001,"8.3 (10.9, 6.7)"
Norfolk city (VA),Norfolk city,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",6.6,"7 (-1, 17)",0.08,"14.0 (-90.4, 6.5)"
NV,Nevada,Heroin alone,single_heroin,nhw,Non-Hispanic White,71,4.6,5.6,"16 (10, 22)",<.001,"6.8 (10.5, 5.0)"
NY,New York,Heroin alone,single_heroin,nhw,Non-Hispanic White,89,0.9,1.0,"-33 (-45, -19)",<.001,"-2.5 (-1.7, -4.8)"
Oakland County (MI),Oakland County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.1,"-56 (-82, 6)",0.07,"-1.2 (-0.6, 15.9)"
OH,Ohio,Heroin alone,single_heroin,nhw,Non-Hispanic White,67,0.8,0.6,"-56 (-66, -44)",<.001,"-1.2 (-0.9, -1.7)"
OK,Oklahoma,Heroin alone,single_heroin,nhw,Non-Hispanic White,49,2.0,2.3,"23 (18, 27)",<.001,"4.9 (6.0, 4.1)"
Oklahoma County (OK),Oklahoma County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",2.7,"13 (9, 18)",<.001,"8.1 (11.5, 6.2)"
OR,Oregon,Heroin alone,single_heroin,nhw,Non-Hispanic White,81,2.4,2.4,"-3 (-8, 2)",0.16,"-31.8 (-12.8, 67.2)"
Orange County (FL),Orange County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.4,"-25 (-35, -13)",<.01,"-3.5 (-2.4, -7.1)"
Orleans Parish (LA),Orleans Parish,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",7.5,"12 (1, 24)",0.04,"9.0 (111.6, 4.6)"
PA,Pennsylvania,Heroin alone,single_heroin,nhw,Non-Hispanic White,44,0.5,0.6,"-42 (-53, -29)",<.001,"-1.8 (-1.3, -2.9)"
Palm Beach County (FL),Palm Beach County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.5,"-36 (-48, -23)",<.001,"-2.2 (-1.5, -3.9)"
Philadelphia County (PA),Philadelphia County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.1,"4 (-2, 11)",0.17,"24.9 (-52.1, 9.9)"
Queens County (NY),Queens County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",3.3,"6 (1, 12)",0.02,"15.9 (77.4, 8.9)"
RI,Rhode Island,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.6,"-30 (-38, -22)",<.001,"-2.8 (-2.1, -4.1)"
Riverside County (CA),Riverside County,Heroin alone,single_heroin,nhw,Non-Hispanic White,35,4.6,5.0,"11 (8, 13)",<.001,"9.9 (13.2, 8.0)"
Sacramento County (CA),Sacramento County,Heroin alone,single_heroin,nhw,Non-Hispanic White,13,1.5,1.5,"10 (7, 13)",<.001,"10.2 (14.0, 8.1)"
San Bernardino County (CA),San Bernardino County,Heroin alone,single_heroin,nhw,Non-Hispanic White,11,1.8,2.6,"16 (11, 22)",<.001,"6.7 (9.8, 5.1)"
San Diego County (CA),San Diego County,Heroin alone,single_heroin,nhw,Non-Hispanic White,51,2.9,2.6,"-3 (-8, 3)",0.30,"-35.2 (-11.7, 36.2)"
SC,South Carolina,Heroin alone,single_heroin,nhw,Non-Hispanic White,56,1.9,1.8,"-7 (-17, 5)",0.23,"-14.6 (-5.3, 19.7)"
Shelby County (TN),Shelby County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.7,"-40 (-55, -19)",<.01,"-2.0 (-1.2, -4.8)"
St. Louis city (MO),St. Louis city,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.8,"-65 (-88, 7)",0.06,"-1.0 (-0.5, 14.0)"
St. Louis County (MO),St. Louis County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.7,"-49 (-61, -33)",<.001,"-1.5 (-1.1, -2.5)"
Suffolk County (MA),Suffolk County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.6,"-25 (-44, 0)",0.05,"-3.5 (-1.7, Inf)"
Suffolk County (NY),Suffolk County,Heroin alone,single_heroin,nhw,Non-Hispanic White,13,1.4,2.0,"-29 (-39, -18)",<.001,"-2.9 (-2.0, -5.2)"
Tarrant County (TX),Tarrant County,Heroin alone,single_heroin,nhw,Non-Hispanic White,28,2.9,4.1,"9 (6, 12)",<.001,"11.9 (18.4, 8.8)"
TN,Tennessee,Heroin alone,single_heroin,nhw,Non-Hispanic White,77,1.6,1.7,"-12 (-24, 2)",0.08,"-7.8 (-3.7, 59.3)"
TX,Texas,Heroin alone,single_heroin,nhw,Non-Hispanic White,344,3.0,2.9,"9 (8, 10)",<.001,"12.1 (13.7, 11.0)"
Union County (NJ),Union County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.3,"-78 (-96, 28)",0.08,"-0.7 (-0.3, 4.1)"
UT,Utah,Heroin alone,single_heroin,nhw,Non-Hispanic White,65,2.7,2.7,"-3 (-40, 57)",0.89,"-32.8 (-1.9, 2.2)"
VA,Virginia,Heroin alone,single_heroin,nhw,Non-Hispanic White,56,1.2,1.3,"-25 (-37, -10)",<.01,"-3.5 (-2.2, -9.2)"
VT,Vermont,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",0.5,"-52 (-77, -3)",0.04,"-1.4 (-0.7, -35.2)"
WA,Washington,Heroin alone,single_heroin,nhw,Non-Hispanic White,148,2.7,2.6,"8 (3, 13)",<.01,"13.7 (35.0, 8.4)"
Wake County (NC),Wake County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.0,"-23 (-46, 11)",0.14,"-3.8 (-1.6, 9.9)"
Wayne County (MI),Wayne County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.2,"-42 (-58, -20)",<.01,"-1.8 (-1.1, -4.4)"
Westchester County (NY),Westchester County,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.3,"-32 (-53, -3)",0.04,"-2.6 (-1.3, -34.0)"
WI,Wisconsin,Heroin alone,single_heroin,nhw,Non-Hispanic White,81,1.8,1.9,"-28 (-38, -16)",<.01,"-3.0 (-2.1, -5.8)"
WV,West Virginia,Heroin alone,single_heroin,nhw,Non-Hispanic White,11,0.8,0.8,"-42 (-56, -22)",<.01,"-1.9 (-1.2, -4.0)"
WY,Wyoming,Heroin alone,single_heroin,nhw,Non-Hispanic White,<11,"NA",1.6,"12 (5, 18)",<.01,"9.1 (20.1, 5.9)"
Adams County (CO),Adams County,Heroin alone,single_heroin,total,Total,93,2.6,3.2,"8 (6, 11)",<.001,"12.7 (18.7, 9.6)"
AK,Alaska,Heroin alone,single_heroin,total,Total,17,2.3,2.5,"10 (4, 15)",<.01,"10.9 (22.7, 7.1)"
AL,Alabama,Heroin alone,single_heroin,total,Total,73,1.6,1.8,"-2 (-10, 7)",0.64,"-55.1 (-9.7, 15.2)"
Alameda County (CA),Alameda County,Heroin alone,single_heroin,total,Total,22,1.3,1.0,"31 (17, 46)",<.001,"3.7 (6.3, 2.6)"
Allegheny County (PA),Allegheny County,Heroin alone,single_heroin,total,Total,12,1.0,0.7,"-51 (-68, -24)",<.01,"-1.4 (-0.9, -3.6)"
AR,Arkansas,Heroin alone,single_heroin,total,Total,12,0.4,0.4,"17 (12, 22)",<.001,"6.4 (9.0, 5.0)"
AZ,Arizona,Heroin alone,single_heroin,total,Total,215,3.1,4.6,"13 (11, 16)",<.001,"8.0 (9.7, 6.8)"
Baltimore city (MD),Baltimore city,Heroin alone,single_heroin,total,Total,<11,"NA",0.4,"-66 (-80, -42)",<.01,"-0.9 (-0.6, -1.9)"
Baltimore County (MD),Baltimore County,Heroin alone,single_heroin,total,Total,<11,"NA",0.2,"-65 (-84, -23)",0.01,"-1.0 (-0.5, -3.9)"
Bexar County (TX),Bexar County,Heroin alone,single_heroin,total,Total,77,3.8,3.7,"3 (0, 6)",0.06,"35.0 (-999.5, 17.4)"
Bronx County (NY),Bronx County,Heroin alone,single_heroin,total,Total,25,1.7,1.6,"-23 (-35, -9)",<.01,"-3.8 (-2.3, -10.6)"
Broward County (FL),Broward County,Heroin alone,single_heroin,total,Total,16,0.9,0.7,"-35 (-53, -11)",0.01,"-2.3 (-1.3, -8.9)"
CA,California,Heroin alone,single_heroin,total,Total,633,1.5,1.5,"11 (8, 14)",<.001,"9.3 (12.3, 7.4)"
Charleston County (SC),Charleston County,Heroin alone,single_heroin,total,Total,<11,"NA",1.0,"-36 (-61, 5)",0.08,"-2.2 (-1.1, 19.4)"
Clark County (NV),Clark County,Heroin alone,single_heroin,total,Total,66,2.8,3.1,"12 (7, 17)",<.001,"8.8 (14.6, 6.2)"
CO,Colorado,Heroin alone,single_heroin,total,Total,178,2.9,3.0,"-2 (-15, 12)",0.71,"-39.5 (-6.0, 8.6)"
Cobb County (GA),Cobb County,Heroin alone,single_heroin,total,Total,16,2.2,2.4,"-4 (-11, 3)",0.20,"-21.7 (-8.3, 36.2)"
Contra Costa County (CA),Contra Costa County,Heroin alone,single_heroin,total,Total,12,1.0,1.0,"7 (4, 11)",<.001,"14.0 (26.1, 9.6)"
Cook County (IL),Cook County,Heroin alone,single_heroin,total,Total,109,2.0,1.8,"-40 (-49, -30)",<.001,"-2.0 (-1.5, -2.8)"
CT,Connecticut,Heroin alone,single_heroin,total,Total,39,1.1,1.1,"-40 (-49, -29)",<.001,"-2.0 (-1.5, -2.9)"
Cumberland County (NC),Cumberland County,Heroin alone,single_heroin,total,Total,<11,"NA",3.8,"13 (7, 19)",<.001,"8.2 (14.2, 5.7)"
Cuyahoga County (OH),Cuyahoga County,Heroin alone,single_heroin,total,Total,<11,"NA",0.3,"-62 (-78, -34)",<.01,"-1.0 (-0.7, -2.4)"
Dallas County (TX),Dallas County,Heroin alone,single_heroin,total,Total,91,3.3,3.6,"4 (2, 6)",<.001,"24.3 (46.0, 16.4)"
Davidson County (TN),Davidson County,Heroin alone,single_heroin,total,Total,24,3.1,3.0,"-24 (-32, -15)",<.001,"-3.7 (-2.6, -6.3)"
DC,District of Columbia,Heroin alone,single_heroin,total,Total,12,1.5,1.4,"-34 (-50, -11)",<.01,"-2.4 (-1.4, -8.4)"
DE,Delaware,Heroin alone,single_heroin,total,Total,<11,"NA",0.9,"-37 (-49, -22)",<.001,"-2.2 (-1.5, -4.1)"
DeKalb County (GA),DeKalb County,Heroin alone,single_heroin,total,Total,<11,"NA",1.7,"-2 (-24, 26)",0.88,"-55.1 (-3.7, 4.3)"
Delaware County (PA),Delaware County,Heroin alone,single_heroin,total,Total,<11,"NA",0.6,"-50 (-74, 0)",0.05,"-1.5 (-0.7, Inf)"
District of Columbia (DC),District of Columbia,Heroin alone,single_heroin,total,Total,12,1.5,1.4,"-34 (-50, -11)",<.01,"-2.4 (-1.4, -8.4)"
Durham County (NC),Durham County,Heroin alone,single_heroin,total,Total,<11,"NA",2.3,"5 (-1, 12)",0.12,"20.1 (-76.4, 9.0)"
Duval County (FL),Duval County,Heroin alone,single_heroin,total,Total,<11,"NA",0.3,"-50 (-78, 14)",0.09,"-1.5 (-0.7, 7.8)"
Erie County (NY),Erie County,Heroin alone,single_heroin,total,Total,<11,"NA",0.9,"-18 (-26, -8)",<.01,"-5.2 (-3.3, -12.3)"
Essex County (NJ),Essex County,Heroin alone,single_heroin,total,Total,12,1.4,1.1,"-45 (-69, -4)",0.04,"-1.7 (-0.9, -23.3)"
Fairfax County (VA),Fairfax County,Heroin alone,single_heroin,total,Total,<11,"NA",0.3,"-44 (-74, 21)",0.13,"-1.7 (-0.7, 5.3)"
FL,Florida,Heroin alone,single_heroin,total,Total,178,0.9,0.9,"-19 (-28, -9)",<.01,"-4.7 (-3.1, -10.5)"
Fort Bend County (TX),Fort Bend County,Heroin alone,single_heroin,total,Total,<11,"NA",0.9,"12 (4, 22)",<.01,"8.5 (24.9, 5.1)"
Franklin County (OH),Franklin County,Heroin alone,single_heroin,total,Total,16,1.2,1.0,"-41 (-50, -30)",<.001,"-1.9 (-1.4, -2.9)"
Fulton County (GA),Fulton County,Heroin alone,single_heroin,total,Total,13,1.1,1.3,"-23 (-48, 12)",0.16,"-3.8 (-1.5, 8.6)"
GA,Georgia,Heroin alone,single_heroin,total,Total,139,1.4,1.4,"-4 (-20, 16)",0.67,"-26.5 (-4.5, 6.9)"
Guilford County (NC),Guilford County,Heroin alone,single_heroin,total,Total,<11,"NA",1.8,"-19 (-49, 28)",0.35,"-4.8 (-1.5, 4.0)"
Hamilton County (OH),Hamilton County,Heroin alone,single_heroin,total,Total,<11,"NA",0.6,"-58 (-78, -20)",0.01,"-1.1 (-0.7, -4.4)"
Harris County (TX),Harris County,Heroin alone,single_heroin,total,Total,112,2.3,2.4,"16 (13, 20)",<.001,"6.5 (8.1, 5.5)"
Hartford County (CT),Hartford County,Heroin alone,single_heroin,total,Total,<11,"NA",1.0,"-42 (-55, -24)",<.01,"-1.8 (-1.2, -3.6)"
Hennepin County (MN),Hennepin County,Heroin alone,single_heroin,total,Total,<11,"NA",0.5,"-48 (-54, -41)",<.001,"-1.5 (-1.3, -1.9)"
HI,Hawaii,Heroin alone,single_heroin,total,Total,13,0.9,0.9,"8 (4, 12)",<.001,"13.3 (23.8, 9.2)"
Hillsborough County (FL),Hillsborough County,Heroin alone,single_heroin,total,Total,22,1.4,1.5,"-12 (-32, 14)",0.30,"-7.7 (-2.6, 7.8)"
IA,Iowa,Heroin alone,single_heroin,total,Total,11,0.4,0.4,"-33 (-52, -5)",0.03,"-2.5 (-1.3, -18.4)"
ID,Idaho,Heroin alone,single_heroin,total,Total,27,1.6,1.6,"10 (-4, 26)",0.14,"10.2 (-26.5, 4.3)"
IL,Illinois,Heroin alone,single_heroin,total,Total,200,1.6,1.4,"-40 (-60, -10)",0.02,"-2.0 (-1.1, -9.5)"
IN,Indiana,Heroin alone,single_heroin,total,Total,79,1.2,1.3,"-31 (-46, -12)",<.01,"-2.7 (-1.6, -8.0)"
Jackson County (MO),Jackson County,Heroin alone,single_heroin,total,Total,14,2.0,2.1,"-17 (-36, 9)",0.17,"-5.5 (-2.2, 11.1)"
Jefferson County (AL),Jefferson County,Heroin alone,single_heroin,total,Total,34,5.3,6.4,"-8 (-18, 2)",0.10,"-11.3 (-5.0, 48.1)"
Jefferson County (KY),Jefferson County,Heroin alone,single_heroin,total,Total,<11,"NA",1.5,"-36 (-48, -21)",<.001,"-2.2 (-1.5, -4.2)"
Jefferson Parish (LA),Jefferson Parish,Heroin alone,single_heroin,total,Total,24,5.5,6.1,"-8 (-19, 4)",0.16,"-11.7 (-4.8, 26.8)"
King County (WA),King County,Heroin alone,single_heroin,total,Total,24,0.9,0.8,"33 (-4, 86)",0.08,"3.5 (-21.7, 1.6)"
Kings County (NY),Kings County,Heroin alone,single_heroin,total,Total,23,0.8,0.8,"-25 (-40, -6)",0.02,"-3.5 (-2.0, -16.4)"
KS,Kansas,Heroin alone,single_heroin,total,Total,34,1.3,1.4,"19 (14, 24)",<.001,"5.7 (7.4, 4.7)"
KY,Kentucky,Heroin alone,single_heroin,total,Total,23,0.6,0.5,"-51 (-61, -39)",<.001,"-1.4 (-1.1, -2.1)"
LA,Louisiana,Heroin alone,single_heroin,total,Total,96,2.2,2.5,"2 (-3, 9)",0.38,"40.5 (-28.9, 11.9)"
Lake County (IN),Lake County,Heroin alone,single_heroin,total,Total,<11,"NA",1.4,"-42 (-70, 11)",0.10,"-1.8 (-0.8, 9.3)"
Los Angeles County (CA),Los Angeles County,Heroin alone,single_heroin,total,Total,134,1.3,1.2,"26 (8, 46)",<.01,"4.4 (12.4, 2.6)"
MA,Massachusetts,Heroin alone,single_heroin,total,Total,15,0.2,0.3,"-48 (-62, -28)",<.01,"-1.6 (-1.0, -3.1)"
Maricopa County (AZ),Maricopa County,Heroin alone,single_heroin,total,Total,123,2.8,3.2,"-9 (-22, 7)",0.22,"-11.0 (-4.0, 15.2)"
Marion County (IN),Marion County,Heroin alone,single_heroin,total,Total,23,2.3,3.8,"6 (1, 11)",0.02,"17.2 (83.8, 9.5)"
MD,Maryland,Heroin alone,single_heroin,total,Total,17,0.3,0.3,"-62 (-75, -44)",<.001,"-1.0 (-0.7, -1.8)"
ME,Maine,Heroin alone,single_heroin,total,Total,<11,"NA",0.5,"-30 (-53, 5)",0.08,"-2.8 (-1.3, 19.4)"
Mecklenburg County (NC),Mecklenburg County,Heroin alone,single_heroin,total,Total,17,1.4,1.4,"-13 (-25, 1)",0.07,"-7.2 (-3.4, 77.4)"
MI,Michigan,Heroin alone,single_heroin,total,Total,65,0.7,0.9,"-34 (-46, -18)",<.01,"-2.4 (-1.6, -4.9)"
Miami-Dade County (FL),Miami-Dade County,Heroin alone,single_heroin,total,Total,<11,"NA",0.6,"-3 (-6, 0)",0.09,"-32.8 (-15.1, 200.5)"
Milwaukee County (WI),Milwaukee County,Heroin alone,single_heroin,total,Total,47,5.3,4.8,"-20 (-33, -6)",0.01,"-4.4 (-2.5, -16.7)"
MN,Minnesota,Heroin alone,single_heroin,total,Total,22,0.4,0.4,"-43 (-59, -21)",<.01,"-1.8 (-1.1, -4.2)"
MO,Missouri,Heroin alone,single_heroin,total,Total,50,0.9,0.7,"-45 (-61, -23)",<.01,"-1.7 (-1.1, -3.8)"
Monroe County (NY),Monroe County,Heroin alone,single_heroin,total,Total,<11,"NA",0.5,"-45 (-63, -19)",<.01,"-1.7 (-1.0, -4.9)"
Montgomery County (MD),Montgomery County,Heroin alone,single_heroin,total,Total,<11,"NA",0.3,"-43 (-60, -20)",<.01,"-1.8 (-1.1, -4.5)"
Montgomery County (OH),Montgomery County,Heroin alone,single_heroin,total,Total,<11,"NA",0.4,"-60 (-78, -28)",<.01,"-1.1 (-0.7, -3.1)"
MS,Mississippi,Heroin alone,single_heroin,total,Total,34,1.3,1.1,"6 (-10, 24)",0.48,"18.0 (-9.3, 4.6)"
MT,Montana,Heroin alone,single_heroin,total,Total,20,2.2,2.5,"73 (40, 114)",<.001,"1.8 (3.0, 1.3)"
Nassau County (NY),Nassau County,Heroin alone,single_heroin,total,Total,<11,"NA",0.9,"-36 (-47, -21)",<.001,"-2.3 (-1.6, -4.2)"
