abbrev,name,opioid_cat,opioid_type,race_eth,race_cat,deaths,obs_rate,model_rate,apc,apc_lower,apc_upper,apc_pval,doubling_time
Duval County (FL),Duval County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.57,6.6,0.8,12.8,0.028,"10.8 (87.0, 5.8)"
Erie County (NY),Erie County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.34,-1.1,-6.5,4.6,0.687,"-62.7 (-10.3, 15.4)"
Essex County (NJ),Essex County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.3,-4.9,-10.8,1.3,0.113,"-13.8 (-6.1, 53.7)"
Fairfax County (VA),Fairfax County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.73,8.1,0.1,16.7,0.048,"8.9 (693.5, 4.5)"
FL,Florida,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,19,0.5368103886409233,0.64,-6.5,-11,-1.6,0.012,"-10.3 (-5.9, -43.0)"
Franklin County (OH),Franklin County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.26,-5.2,-11.5,1.6,0.121,"-13.0 (-5.7, 43.7)"
Fulton County (GA),Fulton County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.82,5.6,0.5,11,0.034,"12.7 (139.0, 6.6)"
GA,Georgia,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,31,0.8927270253743471,1.1300000000000001,7.4,4.1,10.8,0,"9.7 (17.3, 6.8)"
Guilford County (NC),Guilford County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.25,4.5,-2.8,12.3,0.22,"15.7 (-24.4, 6.0)"
Hamilton County (OH),Hamilton County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.55,8.2,1.6,15.2,0.017,"8.8 (43.7, 4.9)"
Harris County (TX),Harris County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,14,1.439951713784346,1.6900000000000002,-0.8,-4.1,2.5,0.601,"-86.3 (-16.6, 28.1)"
Hennepin County (MN),Hennepin County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.84,7.7,-0.7,16.8,0.07,"9.3 (-98.7, 4.5)"
Hillsborough County (FL),Hillsborough County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.26,-7.6,-14.7,0.2,0.054,"-8.8 (-4.4, 346.9)"
IA,Iowa,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,3.08,6.8,-0.4,14.4,0.062,"10.5 (-172.9, 5.2)"
IL,Illinois,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,38,2.058768031213333,1.6,12.6,9,16.2,0,"5.8 (8.0, 4.6)"
IN,Indiana,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,13,2.075209421474385,2.01,9.8,6.4,13.5,0,"7.4 (11.2, 5.5)"
Jackson County (MO),Jackson County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,3.6,5.3,-0.6,11.7,0.077,"13.4 (-115.2, 6.3)"
Jefferson County (AL),Jefferson County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.36,5.3,0.3,10.7,0.04,"13.4 (231.4, 6.8)"
Jefferson County (KY),Jefferson County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.58,7.1,0.5,14.2,0.037,"10.1 (139.0, 5.2)"
Jefferson Parish (LA),Jefferson Parish,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.1900000000000002,5,-2.3,12.9,0.169,"14.2 (-29.8, 5.7)"
King County (WA),King County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.47,-10,-21.1,2.8,0.113,"-6.6 (-2.9, 25.1)"
Kings County (NY),Kings County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.61,1.7,-3.1,6.8,0.467,"41.1 (-22.0, 10.5)"
KS,Kansas,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.51,5.4,1.1,9.9,0.017,"13.2 (63.4, 7.3)"
KY,Kentucky,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.05,4.2,-0.6,9.3,0.082,"16.8 (-115.2, 7.8)"
LA,Louisiana,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.5700000000000001,5.6,1.7,9.6,0.007,"12.7 (41.1, 7.6)"
Los Angeles County (CA),Los Angeles County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,11,1.3309600756394684,0.97,0.6,-2.2,3.5,0.667,"115.9 (-31.2, 20.1)"
MA,Massachusetts,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.71,-2.7,-8,2.9,0.323,"-25.3 (-8.3, 24.2)"
Maricopa County (AZ),Maricopa County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.9499999999999997,0.4,-4,5.1,0.85,"173.6 (-17.0, 13.9)"
Marion County (IN),Marion County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.7,6.1,0.1,12.3,0.046,"11.7 (693.5, 6.0)"
MD,Maryland,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,18,0.8479223968985667,0.7899999999999999,-24.5,-38.3,-7.7,0.009,"-2.5 (-1.4, -8.7)"
Mecklenburg County (NC),Mecklenburg County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.31,8,1.4,15.1,0.02,"9.0 (49.9, 4.9)"
MI,Michigan,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,16,1.1621778715171527,1.29,-19.4,-45.8,19.9,0.266,"-3.2 (-1.1, 3.8)"
Miami-Dade County (FL),Miami-Dade County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.7799999999999999,-0,-5.7,5.9,0.989,"Inf (-11.8, 12.1)"
Milwaukee County (WI),Milwaukee County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.75,-30.3,-47.2,-7.9,0.015,"-1.9 (-1.1, -8.4)"
MN,Minnesota,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.85,-0.7,-4.4,3.1,0.688,"-98.7 (-15.4, 22.7)"
MO,Missouri,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.27,-11.1,-26.9,8.1,0.221,"-5.9 (-2.2, 8.9)"
Monroe County (NY),Monroe County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.9500000000000001,-13.3,-26.2,1.8,0.077,"-4.9 (-2.3, 38.9)"
Montgomery County (MD),Montgomery County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.1900000000000002,6.8,1.6,12.2,0.013,"10.5 (43.7, 6.0)"
Montgomery County (OH),Montgomery County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.36,1.6,-5.9,9.7,0.67,"43.7 (-11.4, 7.5)"
MS,Mississippi,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.53,6.3,2.4,10.3,0.003,"11.3 (29.2, 7.1)"
Nassau County (NY),Nassau County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.99,-6.8,-16.3,3.8,0.186,"-9.8 (-3.9, 18.6)"
NC,North Carolina,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,15,0.6296531575220995,0.62,-18.2,-28.6,-6.2,0.007,"-3.5 (-2.1, -10.8)"
NE,Nebraska,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.5,1.1,-7,9.9,0.791,"63.4 (-9.6, 7.3)"
New Castle County (DE),New Castle County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.46,14.4,9,20.1,0,"5.2 (8.0, 3.8)"
New York County (NY),New York County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.24,-0.5,-6.8,6.3,0.877,"-138.3 (-9.8, 11.3)"
NJ,New Jersey,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,15,1.2578094527772536,1.36,3.4,0.8,5.9,0.011,"20.7 (87.0, 12.1)"
NM,New Mexico,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.74,-2.6,-11.9,7.7,0.591,"-26.3 (-5.5, 9.3)"
NV,Nevada,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,3.69,-9.8,-18.4,-0.3,0.045,"-6.7 (-3.4, -230.7)"
NY,New York,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,23,0.7331156043692498,0.77,-5.9,-12.3,0.9,0.083,"-11.4 (-5.3, 77.4)"
Oakland County (MI),Oakland County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.04,3.8,-4.1,12.4,0.334,"18.6 (-16.6, 5.9)"
OH,Ohio,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,15,0.9700840367282985,1.82,3.5,0.7,6.3,0.016,"20.1 (99.4, 11.3)"
OK,Oklahoma,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.22,-24.8,-43,-0.9,0.044,"-2.4 (-1.2, -76.7)"
Oklahoma County (OK),Oklahoma County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,6.56,8.2,-0.9,18.2,0.076,"8.8 (-76.7, 4.1)"
OR,Oregon,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.3899999999999997,7.5,-3.3,19.4,0.168,"9.6 (-20.7, 3.9)"
Orange County (FL),Orange County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.3800000000000001,7.8,0,16.2,0.049,"9.2 (Inf, 4.6)"
PA,Pennsylvania,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,28,1.8689222881278447,1.6700000000000002,6.7,4,9.4,0,"10.7 (17.7, 7.7)"
Palm Beach County (FL),Palm Beach County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.38,-10.5,-17.5,-2.8,0.012,"-6.2 (-3.6, -24.4)"
Philadelphia County (PA),Philadelphia County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,19,2.7283934486491583,2.98,88.3,33.9,164.9,0.001,"1.1 (2.4, 0.7)"
Pulaski County (AR),Pulaski County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,3.09,8,-0.1,16.8,0.051,"9.0 (-692.8, 4.5)"
Queens County (NY),Queens County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.61,1.3,-4.8,7.8,0.672,"53.7 (-14.1, 9.2)"
RI,Rhode Island,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,5.31,14.5,2.4,28,0.02,"5.1 (29.2, 2.8)"
Richland County (SC),Richland County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.52,10.7,4.6,17.1,0.001,"6.8 (15.4, 4.4)"
Riverside County (CA),Riverside County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.52,6.8,1.1,12.8,0.022,"10.5 (63.4, 5.8)"
Sacramento County (CA),Sacramento County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.6300000000000001,-1.6,-6.2,3.3,0.501,"-43.0 (-10.8, 21.3)"
San Bernardino County (CA),San Bernardino County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.1,1.7,-6.7,11,0.683,"41.1 (-10.0, 6.6)"
San Diego County (CA),San Diego County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2.56,-2.9,-8,2.5,0.27,"-23.6 (-8.3, 28.1)"
SC,South Carolina,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,19,1.4449515248035099,1.25,6.7,3.5,10.1,0,"10.7 (20.1, 7.2)"
Shelby County (TN),Shelby County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.8700000000000001,-7.4,-17.9,4.4,0.191,"-9.0 (-3.5, 16.1)"
St. Louis city (MO),St. Louis city,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.35,-10.4,-24.3,6,0.184,"-6.3 (-2.5, 11.9)"
St. Louis County (MO),St. Louis County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.6800000000000002,2.1,-3,7.4,0.409,"33.4 (-22.8, 9.7)"
Suffolk County (NY),Suffolk County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.32,-9.8,-20.5,2.3,0.101,"-6.7 (-3.0, 30.5)"
Tarrant County (TX),Tarrant County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.5700000000000001,-7.8,-12.1,-3.3,0.002,"-8.5 (-5.4, -20.7)"
TN,Tennessee,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,16,1.4319013701724914,1.62,-6.6,-16.8,5,0.234,"-10.2 (-3.8, 14.2)"
TX,Texas,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,33,0.8719267051540415,0.92,-0.6,-2.8,1.7,0.596,"-115.2 (-24.4, 41.1)"
Union County (NJ),Union County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,2,10.1,3.1,17.6,0.006,"7.2 (22.7, 4.3)"
UT,Utah,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.97,-1,-8,6.6,0.782,"-69.0 (-8.3, 10.8)"
VA,Virginia,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.03,2.7,-0.5,6,0.094,"26.0 (-138.3, 11.9)"
WA,Washington,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,0.8600000000000001,-17.5,-32.2,0.5,0.055,"-3.6 (-1.8, 139.0)"
Wake County (NC),Wake County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.57,5.8,-0.8,12.7,0.081,"12.3 (-86.3, 5.8)"
Wayne County (MI),Wayne County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,11,1.8048272607970612,2.3499999999999996,5.6,2.4,9,0.002,"12.7 (29.2, 8.0)"
Westchester County (NY),Westchester County,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.28,-5.5,-13.4,3.1,0.185,"-12.3 (-4.8, 22.7)"
WI,Wisconsin,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,1.82,-27.8,-45.4,-4.4,0.025,"-2.1 (-1.1, -15.4)"
WV,West Virginia,Natural opioid alone,single_natural,nhb,Non-Hispanic Black,NA,NA,12.29,10.5,0.8,21,0.034,"6.9 (87.0, 3.6)"
Adams County (CO),Adams County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,59,2.563613129317143,3.3699999999999997,-2.1,-5.8,1.8,0.268,"-32.7 (-11.6, 38.9)"
AK,Alaska,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,2.21,-7.9,-13.2,-2.3,0.01,"-8.4 (-4.9, -29.8)"
AL,Alabama,Natural opioid alone,single_natural,nhw,Non-Hispanic White,78,2.3431387242733437,2.59,11.4,3.9,19.6,0.006,"6.4 (18.1, 3.9)"
Alameda County (CA),Alameda County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.6700000000000002,4,0.7,7.5,0.021,"17.7 (99.4, 9.6)"
Allegheny County (PA),Allegheny County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,25,2.8603625531525525,2.71,-10,-16.4,-3.1,0.008,"-6.6 (-3.9, -22.0)"
AR,Arkansas,Natural opioid alone,single_natural,nhw,Non-Hispanic White,47,2.1882649793180473,2.84,-6.2,-11.5,-0.5,0.036,"-10.8 (-5.7, -138.3)"
AZ,Arizona,Natural opioid alone,single_natural,nhw,Non-Hispanic White,134,2.9641544579194568,3.4899999999999998,-6.2,-8.8,-3.6,0,"-10.8 (-7.5, -18.9)"
Baltimore city (MD),Baltimore city,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,2.8899999999999997,-20.7,-35.7,-2.1,0.034,"-3.0 (-1.6, -32.7)"
Baltimore County (MD),Baltimore County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.62,-46.6,-71.7,0.9,0.053,"-1.1 (-0.5, 77.4)"
Bexar County (TX),Bexar County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.11,-9.6,-18.2,-0,0.049,"-6.9 (-3.5, Inf)"
Bronx County (NY),Bronx County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,6.28,8.8,2,16.1,0.013,"8.2 (35.0, 4.6)"
Broward County (FL),Broward County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,14,1.5517322429394738,1.53,-20.8,-27.6,-13.3,0,"-3.0 (-2.1, -4.9)"
CA,California,Natural opioid alone,single_natural,nhw,Non-Hispanic White,408,2.2701941275261412,2.3699999999999997,-6.3,-11.6,-0.7,0.031,"-10.7 (-5.6, -98.7)"
Caddo Parish (LA),Caddo Parish,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,2.02,-1.4,-9,6.9,0.724,"-49.2 (-7.3, 10.4)"
Charleston County (SC),Charleston County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,3.23,-2.7,-6.5,1.3,0.167,"-25.3 (-10.3, 53.7)"
Chatham County (GA),Chatham County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,7.470000000000001,11.3,4.4,18.6,0.002,"6.5 (16.1, 4.1)"
Clark County (NV),Clark County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,54,4.709395523738999,6.34,-10.7,-14.7,-6.4,0,"-6.1 (-4.4, -10.5)"
CO,Colorado,Natural opioid alone,single_natural,nhw,Non-Hispanic White,108,2.4726943562582138,2.7800000000000002,-5.6,-11.8,1.2,0.097,"-12.0 (-5.5, 58.1)"
Cobb County (GA),Cobb County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,14,2.8284198039110615,5.34,9.3,5.8,13,0,"7.8 (12.3, 5.7)"
Contra Costa County (CA),Contra Costa County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,12,2.0615040478227353,2.34,-0.4,-3.7,3.1,0.83,"-172.9 (-18.4, 22.7)"
Cook County (IL),Cook County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,56,2.5009136407096992,2.3499999999999996,11.8,9.6,14,0,"6.2 (7.6, 5.3)"
CT,Connecticut,Natural opioid alone,single_natural,nhw,Non-Hispanic White,55,1.922979522469353,1.99,-13.6,-28.5,4.3,0.119,"-4.7 (-2.1, 16.5)"
Cumberland County (NC),Cumberland County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,4.79,-3.5,-10.4,4,0.325,"-19.5 (-6.3, 17.7)"
Cuyahoga County (OH),Cuyahoga County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.58,-11.7,-17.5,-5.6,0.002,"-5.6 (-3.6, -12.0)"
Dallas County (TX),Dallas County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,21,2.2560828299235816,3.2800000000000002,8,4.5,11.6,0,"9.0 (15.7, 6.3)"
Davidson County (TN),Davidson County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,18,4.146269424656968,3.98,-28,-39.8,-13.8,0.001,"-2.1 (-1.4, -4.7)"
DC,District of Columbia,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.6300000000000001,2.2,-1.6,6,0.246,"31.9 (-43.0, 11.9)"
DE,Delaware,Natural opioid alone,single_natural,nhw,Non-Hispanic White,15,2.2820207555519896,2,-12.6,-19.6,-5.1,0.004,"-5.1 (-3.2, -13.2)"
DeKalb County (GA),DeKalb County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.31,-9,-14.2,-3.5,0.004,"-7.3 (-4.5, -19.5)"
Delaware County (PA),Delaware County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.41,-42.2,-70.1,11.8,0.096,"-1.3 (-0.6, 6.2)"
District of Columbia (DC),District of Columbia,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.6300000000000001,2.2,-1.6,6,0.246,"31.9 (-43.0, 11.9)"
Durham County (NC),Durham County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.92,0.4,-5.2,6.4,0.878,"173.6 (-13.0, 11.2)"
Duval County (FL),Duval County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,20,3.5621204402255016,3.05,-30.8,-55.9,8.5,0.102,"-1.9 (-0.8, 8.5)"
Erie County (NY),Erie County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.1500000000000001,-31.5,-62.9,26.4,0.209,"-1.8 (-0.7, 3.0)"
Essex County (NJ),Essex County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,2.48,0.8,-3.5,5.2,0.713,"87.0 (-19.5, 13.7)"
Fairfax County (VA),Fairfax County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.47,-3.8,-10.2,3.1,0.25,"-17.9 (-6.4, 22.7)"
FL,Florida,Natural opioid alone,single_natural,nhw,Non-Hispanic White,481,3.95396015991025,4.3,-0.1,-8.3,9,0.987,"-692.8 (-8.0, 8.0)"
Fort Bend County (TX),Fort Bend County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.36,-6.7,-12.1,-0.8,0.029,"-10.0 (-5.4, -86.3)"
Franklin County (OH),Franklin County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,18,2.1288725221177742,2.12,-15.8,-20.7,-10.5,0,"-4.0 (-3.0, -6.2)"
Fulton County (GA),Fulton County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,2.5,-5.2,-10.6,0.6,0.073,"-13.0 (-6.2, 115.9)"
GA,Georgia,Natural opioid alone,single_natural,nhw,Non-Hispanic White,175,2.8555009614996,2.7800000000000002,-22,-44.7,9.9,0.137,"-2.8 (-1.2, 7.3)"
Guilford County (NC),Guilford County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.48,-16.3,-27.7,-3.2,0.02,"-3.9 (-2.1, -21.3)"
Gwinnett County (GA),Gwinnett County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,4.39,4.2,0.4,8.1,0.034,"16.8 (173.6, 8.9)"
Hamilton County (OH),Hamilton County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,13,2.0752290266960163,1.92,-28.4,-56.5,17.8,0.166,"-2.1 (-0.8, 4.2)"
Harris County (TX),Harris County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,41,2.592671373079079,2.62,-10.1,-12.9,-7.2,0,"-6.5 (-5.0, -9.3)"
Hartford County (CT),Hartford County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.48,-20.7,-36.5,-1.1,0.041,"-3.0 (-1.5, -62.7)"
Hennepin County (MN),Hennepin County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,12,1.3127007244131768,1.02,-35.4,-67.1,26.6,0.178,"-1.6 (-0.6, 2.9)"
HI,Hawaii,Natural opioid alone,single_natural,nhw,Non-Hispanic White,14,3.156427134095609,3.08,-7.1,-12.6,-1.3,0.021,"-9.4 (-5.1, -53.0)"
Hillsborough County (FL),Hillsborough County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,31,3.898568522298167,3.2600000000000002,-14.5,-18,-10.8,0,"-4.4 (-3.5, -6.1)"
IA,Iowa,Natural opioid alone,single_natural,nhw,Non-Hispanic White,27,0.8369036017586635,0.81,-36.6,-66.9,21.4,0.149,"-1.5 (-0.6, 3.6)"
ID,Idaho,Natural opioid alone,single_natural,nhw,Non-Hispanic White,50,3.2490440927687034,3.4299999999999997,4.5,3,6,0,"15.7 (23.4, 11.9)"
IL,Illinois,Natural opioid alone,single_natural,nhw,Non-Hispanic White,164,2.029564082219975,2.32,4.9,2.2,7.8,0.001,"14.5 (31.9, 9.2)"
IN,Indiana,Natural opioid alone,single_natural,nhw,Non-Hispanic White,166,3.092495511198437,2.9499999999999997,4.4,0.2,8.9,0.04,"16.1 (346.9, 8.1)"
Jackson County (MO),Jackson County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,3.08,-9.7,-16.5,-2.4,0.013,"-6.8 (-3.8, -28.5)"
Jefferson County (AL),Jefferson County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,2.54,-6.4,-13.8,1.7,0.112,"-10.5 (-4.7, 41.1)"
Jefferson County (KY),Jefferson County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,22,3.9351972449088115,3.9899999999999998,7.9,0.1,16.3,0.048,"9.1 (693.5, 4.6)"
Jefferson Parish (LA),Jefferson Parish,Natural opioid alone,single_natural,nhw,Non-Hispanic White,12,4.133477885671633,5.76,3.8,0.1,7.6,0.046,"18.6 (693.5, 9.5)"
King County (WA),King County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,23,1.4200623551141283,1.34,-5.5,-8.7,-2.2,0.003,"-12.3 (-7.6, -31.2)"
Kings County (NY),Kings County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.47,-8.4,-11.9,-4.6,0,"-7.9 (-5.5, -14.7)"
KS,Kansas,Natural opioid alone,single_natural,nhw,Non-Hispanic White,44,1.9149360092166925,2.08,-7.6,-16,1.6,0.094,"-8.8 (-4.0, 43.7)"
KY,Kentucky,Natural opioid alone,single_natural,nhw,Non-Hispanic White,133,3.3531196476432066,3.67,-10,-12.5,-7.3,0,"-6.6 (-5.2, -9.1)"
LA,Louisiana,Natural opioid alone,single_natural,nhw,Non-Hispanic White,75,2.6091454368389866,2.8099999999999996,4.9,3.1,6.8,0,"14.5 (22.7, 10.5)"
Lake County (IN),Lake County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,11,3.570030697814473,4.1899999999999995,10.5,6.2,15,0,"6.9 (11.5, 5.0)"
Los Angeles County (CA),Los Angeles County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,52,1.7298476194479318,1.91,1.3,-0.9,3.6,0.232,"53.7 (-76.7, 19.6)"
MA,Massachusetts,Natural opioid alone,single_natural,nhw,Non-Hispanic White,48,0.8456630527811659,1.09,-9.6,-13.9,-5,0.001,"-6.9 (-4.6, -13.5)"
Maricopa County (AZ),Maricopa County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,80,2.6450390917911992,3.19,-4.7,-7.7,-1.6,0.006,"-14.4 (-8.7, -43.0)"
Marion County (IN),Marion County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,23,4.2958237048771,4.33,18.9,6.4,33,0.005,"4.0 (11.2, 2.4)"
MD,Maryland,Natural opioid alone,single_natural,nhw,Non-Hispanic White,71,2.049623424998629,2.03,-26.4,-36.2,-15.2,0,"-2.3 (-1.5, -4.2)"
ME,Maine,Natural opioid alone,single_natural,nhw,Non-Hispanic White,15,1.188718494468831,1.1,-35.9,-54.9,-8.9,0.017,"-1.6 (-0.9, -7.4)"
Mecklenburg County (NC),Mecklenburg County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,1.53,-11.4,-20.7,-1.1,0.033,"-5.7 (-3.0, -62.7)"
MI,Michigan,Natural opioid alone,single_natural,nhw,Non-Hispanic White,138,1.7238694712046543,1.76,-22.3,-38.7,-1.5,0.039,"-2.7 (-1.4, -45.9)"
Miami-Dade County (FL),Miami-Dade County,Natural opioid alone,single_natural,nhw,Non-Hispanic White,NA,NA,2.2800000000000002,-7.3,-11.1,-3.2,0.002,"-9.1 (-5.9, -21.3)"
